X,Y,Z
-519.4406,165.8159,-516.9219
-458.9917,167.6577,-546.2324
636.3077,131.1736,620.8259
626.6766,130.7697,603.2288
630.9113,130.3982,611.9471
654.1194,117.95,620.4902
684.2661,117.89,593.9906
-52.50999,117.2674,547.9254
-59.34865,113.2485,525.674
-52.01055,118.2225,513.2851
-36.06353,120.2127,556.6541
-28.62281,120.8034,534.7344
-505.4033,165.8654,-505.2259
-490.3277,166.7231,-522.9465
-443.4979,166.0318,-534.5179
-503.4331,166.4369,-521.5568
479.0578,155.5524,31.20133
106.95,131.5168,-371.7135
-172.3495,124.7625,504.1321
-715.6036,112.8595,99.06763
305.6459,141.0269,124.3228
-342.9156,123.382,552.3728
153.307,138.5481,390.5062
411.6652,117.7584,-690.0864
-253.2484,131.1992,-104.848
580.2994,116.6411,-503.7217
-736.5615,115.0679,139.8673
-140.1612,124.6061,523.6791
147.103,132.0224,420.0061
-378.1593,121.2377,362.5751
126.0861,132.972,390.4043
-765.957,116.1663,143.8945
-758.6318,116.1091,134.1553
229.6981,135.8348,-560.9913
-129.7822,137.7763,-722.1436
204.1663,116.8594,87.95801
451.5588,128.2451,-164.4606
-165.2997,124.2463,521.9922
134.7648,128.9246,438.5265
-358.2378,124.7345,563.9625
164.0178,135.0895,-387.9895
227.5908,139.7028,-525.2729
-306.9938,128.6518,79.84546
-257.4829,130.8698,-82.466
135.0745,131.019,-333.1335
-157.6648,121.5608,501.1135
226.5126,139.1991,-542.9874
-349.8816,127.2444,91.66309
143.2657,135.7517,-396.5124
175.9427,134.3434,-367.2545
361.5631,126.2696,-176.3223
303.1104,153.9384,389.9001
341.584,123.3339,-97.94043
127.7773,129.634,416.5101
445.5195,131.4091,-185.6746
-327.3044,125.4867,85.91174
-355.3981,126.8754,571.5491
564.3846,118.44,-504.0287
108.6664,130.8238,-349.1685
-478.4401,169.1019,-558.3354
688.8659,130.551,565.17
-494.2737,118.291,330.8329
663.8087,118.03,582.7879
-571.2292,126.3301,356.3879
731.4417,133.9714,13.72555
-570.3135,127.7197,361.2006
637.4016,118.04,595.4526
-547.3662,117.88,370.2072
351.4682,165.6678,135.65
-460.3353,170.5961,-579.5206
-490.6591,168.5482,-474.6421
-425.8155,170.7198,-578.8503
-436.8772,169.9527,-551.7636
13.94138,784.2321,408.8153
16.70719,1045.666,198.0366
16.52766,797.7537,434.9314
15.52675,1020.142,182.7093
356.2803,162.64,134.5098
355.17,162.64,134.5372
-635.2032,132.3297,286.757
657.4408,117.95,618.9751
-572.2545,118.6172,355.5059
653.3881,121.04,609.3651
602.4587,121.0362,618.9298
755.1429,142.7502,-702.3653
485.4365,149.3443,-302.2502
769.9973,151.5859,-689.2267
778.4166,151.5859,-668.2983
775.4865,142.7502,-698.7119
683.2844,118.0326,611.3422
726.469,134.6415,11.44022
-526.7459,168.7462,-487.0542
-427.2976,167.1897,-527.4045
-473.276,168.5897,-508.4632
652.6057,118.04,612.4195
599.3138,118.1675,618.0233
-567.0571,122.9359,263.7727
-89.47012,117.2623,604.8466
-534.3317,120.8825,274.1883
-85.73962,117.6866,598.2698
19.87996,1036.427,199.2337
19.60016,789.3268,430.8812
18.25863,782.3671,417.4606
19.26947,1023.192,191.2853
666.4,121.03,582.4291
-488.1667,119.3033,333.0387
681.664,120.89,594.2612
354.4238,162.64,135.2803
-53.30219,121.0835,513.863
-59.82639,116.3061,526.455
-52.28699,120.1062,546.4836
-28.17312,123.8466,535.5856
-37.12915,122.9843,555.4836
-500.8961,128.0357,285.1412
8.565708,1051.088,189.6352
7.984857,806.6501,431.1706
5.398573,793.1285,405.0545
7.385275,1025.565,174.3079
737.2748,147.8574,10.63985
40.33001,117.56,7.100029
-87.20526,117.6815,538.1485
-38.81818,122.2801,509.5626
-67.65244,114.9133,515.9486
-16.87959,121.9451,526.5408
-520.2173,168.6879,-517.3787
-458.7178,170.5912,-546.8488
-494.1277,168.8105,-495.8304
-355.6162,131.1609,570.9406
564.3993,122.7659,-504.293
108.6517,135.1576,-349.1244
341.7882,127.6409,-97.5025
-326.9396,129.7934,85.5907
127.2435,133.9036,417.0292
445.769,135.7343,-185.5573
225.807,143.4655,-543.2766
-349.6351,131.5323,92.24341
143.3972,140.0584,-396.0454
175.9427,138.6732,-367.0634
361.6212,130.5764,-176.8039
303.1104,158.272,389.9591
-307.7014,132.9257,79.97595
-257.4535,135.2028,-82.37775
164.0325,139.4235,-388.0042
227.1958,144.0172,-525.1561
134.8405,135.3357,-332.8259
-157.3143,125.8686,500.7924
451.6757,132.5538,-164.0079
-165.0501,128.5731,521.9922
134.1284,133.1966,438.885
203.8009,121.1716,87.724
-358.7269,129.002,563.3854
-139.9858,128.9185,523.2843
146.5837,136.2866,420.5812
-378.1593,125.5717,362.5751
125.6843,137.2201,391.163
580.7806,120.9453,-503.8822
-735.8427,119.329,139.5358
229.4888,139.9914,-562.2004
-129.0157,141.9961,-722.7679
-766.5632,120.4386,143.4904
-759.0525,120.4002,133.7159
305.7195,145.3601,124.2787
-715.78,117.1899,99.0675
-342.6673,127.6922,551.9929
152.8706,142.8471,390.8414
411.6504,122.0923,-690.1011
-253.2483,135.5328,-104.7892
106.9795,135.8408,-371.42
-171.9266,129.066,503.8406
-619.8731,128.0537,260.7373
-620.9789,116.3833,382.3852
-668.6409,130.8922,309.2464
-468.2842,123.3176,300.8186
-673.16,117.94,395.4296
-656.02,118.29,369.2096
-686.3515,121.5699,369.6912
-516.4339,121.9945,297.3128
-88.2517,112.79,661.1594
153.18,116.26,-64.05009
153.18,116.26,-40.55007
183.33,116.26,-74.73001
-518.9521,119.4805,373.2663
636.7279,118.04,595.191
-445.8097,169.6907,-594.4385
-445.6561,170.0387,-554.0968
-496.5427,169.4461,-567.3849
-472.4991,170.3984,-569.9125
-476.4025,167.4988,-454.2491
-462.7631,165.4765,-442.7931
-498.0531,168.391,-450.2635
-453.9562,169.7113,-585.1805
609.4956,117.65,647.5838
653.6951,118.04,612.9875
598.677,118.2264,619.0724
478.7583,167.5759,26.19762
-416.6991,172.1976,-609.4177
-405.6314,172.1464,-595.308
-487.1503,167.1002,-601.2219
-469.5303,165.5427,-470.0405
340.3047,123.2321,-96.34314
-329.3458,125.6614,85.93506
445.3274,131.4756,-187.7135
129.6248,129.9649,415.6879
565.6584,118.5336,-502.4265
-354.5848,127.1803,573.4049
110.2471,130.8425,-350.4722
-259.3735,130.8987,-83.25562
-306.4927,128.7953,77.86377
225.7316,139.5099,-524.4338
165.4919,135.0894,-386.5663
135.4028,131.1804,-335.1496
-157.3167,121.6827,503.129
360.2494,126.1124,-177.8868
173.8945,134.346,-367.313
145.286,135.6544,-396.1848
-351.691,127.2184,92.62402
224.5061,138.8519,-543.2154
301.8083,153.9169,391.4822
124.7869,133.1306,388.8279
-380.1678,121.2377,362.9806
-138.1921,124.5778,524.2452
145.2894,131.6814,420.8967
-734.5487,114.7443,140.0725
580.5203,116.5405,-505.7563
-128.1776,137.3095,-723.3293
227.653,135.761,-560.8908
-760.3926,115.833,133.1443
-764.8827,116.1537,142.1499
449.6638,128.2147,-163.6819
-166.0587,124.29,523.895
133.3619,128.5934,439.9828
203.7817,116.7179,85.95044
-358.2936,124.4537,561.9337
-170.869,124.7129,505.5477
108.919,131.465,-371.1487
306.3807,141.034,126.2355
-713.5634,112.9427,99.23755
-251.2697,131.192,-104.3159
413.7098,117.7658,-689.9535
152.7454,138.6446,388.5381
-344.2545,123.5946,553.9092
-84.07794,112.79,649.4702
140.97,116.26,-61.82008
140.97,116.26,-38.32005
195.54,116.26,-76.96002
-567.8081,123.8289,267.2313
687.3633,118.02,620.4478
657.4438,118.02,627.8895
-476.3622,126.4154,396.6585
-96.66079,129.684,192.2047
-127.1972,115.7668,174.9606
80.03099,118.274,-49.16503
182.1712,116.4988,-70.77002
-98.92715,166.1014,192.6784
-74.70466,146.0847,147.8872
-156.8632,135.5168,203.3777
-206.9503,121.9863,441.4984
268.4453,121.9745,-638.2122
-105.1464,167.9217,168.8886
-417.2814,125.3006,440.3864
11.24337,116.471,-75.76518
-78.75562,142.81,115.8962
-27.53833,131.1314,334.2454
-104.9559,160.726,138.7291
-109.7086,135.1143,170.8082
-109.2364,118.0019,76.20234
-88.9307,167.4887,162.7409
-768.263,115.6271,343.6975
74.23692,119.0736,-34.05701
-78.63336,126.8508,210.8533
10.83325,127.7173,-339.1681
-104.5613,116.9323,138.564
-85.27576,130.8509,236.1826
-130.2303,155.7556,177.2432
-110.1182,131.1094,134.6791
397.8898,126.471,-16.95422
-175.3767,137.0904,206.0851
192.2359,122.411,-124.2652
-109.1163,164.3897,76.38599
-20.79872,123.3782,626.6423
-17.99854,122.6889,-669.8976
-125.2714,112.6604,-358.2499
-138.1412,115.9636,175.2269
-106.6834,117.9525,151.4642
-70.3701,133.3907,121.7729
-117.7811,112.0283,133.7416
182.0251,119.111,16.74597
-80.69375,132.1256,165.0681
-104.3745,111.3016,760.4517
-104.7725,125.8037,168.609
-147.1902,152.9984,182.7593
276.2593,124.6266,-623.0574
97.32503,121.004,-29.93103
-80.97351,167.6145,203.6449
-128.1336,130.3303,178.3097
160.175,122.371,-100.814
-222.0502,135.3803,194.9591
72.73896,117.435,-57.06602
-153.5731,153.8703,200.1288
92.10602,116.461,2.675018
-93.63567,164.366,233.3997
-123.0111,129.3842,130.6509
-196.7614,114.9162,108.7566
56.92501,116.471,-9.633972
65.91502,119.111,16.74603
-100.0373,166.0643,195.576
-76.65913,141.237,174.2558
-148.4313,134.6871,190.6996
-161.0717,123.5863,348.4091
-138.4348,159.8753,175.7195
-131.3757,130.2873,182.1569
-39.79584,122.7136,-430.694
-20.49007,118.2301,615.873
-197.1805,111.9943,-12.71698
-143.3853,133.1308,179.4013
-147.3486,111.834,182.9298
-90.07223,129.5252,164.1507
-157.0537,132.7406,191.4896
145.295,116.521,-92.69403
6.888023,116.4244,-71.65562
-223.177,137.3853,191.0128
-32.26416,139.369,187.2609
-726.1163,115.2614,402.9592
-145.4327,156.5194,187.5265
102.2467,116.4402,-33.645
-128.8604,156.7476,174.3048
-213.6819,111.5867,135.2024
-466.9055,114.1736,-103.2051
33.66497,116.461,-81.48598
-567.8467,113.8422,170.944
-124.2734,134.0376,155.4041
-106.3336,165.1536,153.1362
323.2126,109.557,-785.8549
-157.7089,114.9091,206.7081
-99.5053,129.2267,195.4958
-79.03125,172.9643,166.347
-145.0866,115.688,187.2984
193.3167,119.451,-49.50351
-253.8953,111.7561,158.287
-198.4366,209.0562,107.9032
65.2719,116.432,2.420788
-129.1686,114.8953,178.2401
-71.13157,165.1226,153.6563
-148.161,153.399,213.0148
6.685997,119.111,-25.98495
120.2639,116.461,-54.93427
-215.0692,212.6556,129.9821
-81.54585,137.1511,203.4514
-25.05151,125.3712,-651.0387
-100.7028,113.0086,-371.9114
87.45511,116.471,-7.34004
-93.61269,130.941,233.4833
283.4938,139.7386,-482.4324
-70.95397,158.8147,122.0182
-198.6938,143.391,209.8091
-97.90857,130.4283,191.397
200.5221,128.3222,503.8064
384.4407,128.2041,20.62988
94.61093,118.2541,-33.64501
-379.4766,129.0958,632.9813
-70.62732,133.9705,153.989
-103.6295,140.4329,172.5166
-116.8843,161.7612,131.7409
-273.7181,128.5805,-82.11487
-215.5745,116.7677,131.028
-157.1568,140.8957,215.8339
104.635,116.471,-86.11414
49.2359,116.471,-43.72497
-157.861,153.4012,206.4885
56.51601,119.061,-15.28498
-213.6854,208.6074,135.5043
64.36505,116.561,-31.15838
-348.6608,127.4377,632.287
98.74664,116.4403,-33.645
-153.4595,115.5031,199.9065
-148.4809,118.0349,212.1794
-98.27136,132.4229,199.6099
727.0797,134.7352,6.717567
-448.1674,172.7664,-597.5898
-442.2426,172.9948,-556.2317
-477.2961,170.6153,-458.0488
-469.1422,173.3868,-572.092
-493.6089,172.6718,-569.8215
-463.3209,169.2384,-446.0314
-494.1922,171.4075,-451.2352
-457.2794,172.7113,-582.9658
-29.58732,116.7298,549.3197
-38.90385,121.0787,514.1103
-67.69251,115.3691,533.0607
-502.3715,131.8194,283.5132
-473.8094,174.1748,-554.0713
-462.2829,172.9013,-591.2719
-470.3314,170.7439,-457.7089
-470.2982,173.4373,-587.4479
-471.3284,169.1338,-441.9734
-482.6352,173.548,-574.5359
-494.353,171.6013,-444.2276
-475.9608,164.987,-443.5214
-455.7736,173.4326,-558.9011
-448.5353,172.9292,-607.5338
-463.2217,172.8983,-602.3381
-455.8531,172.8869,-595.4131
-478.1693,171.6655,-480.8482
657.8311,121.442,582.6343
662.5316,121.03,579.5654
685.433,120.89,597.2546
-48.2634,119.1259,541.0894
-75.711,118.2613,540.7177
-31.62006,124.3051,520.8092
-493.4154,166.1401,-448.0156
-460.6963,163.8719,-447.7712
-459.073,167.4523,-585.7657
-445.2834,167.6541,-599.6542
-491.1923,167.8408,-566.7335
-467.4063,168.0815,-569.3433
-474.2013,165.2898,-458.9291
-440.6107,167.6095,-553.5768
-84.77636,112.79,667.6
157.02,116.26,-70.28011
179.4901,116.26,-68.50002
157.02,116.26,-46.78008
-493.7297,121.8428,284.8074
357.1516,162.64,133.9966
615.6678,118.1056,653.1489
-483.9291,169.9259,-478.0338
-431.3083,171.9153,-584.2085
-454.8741,171.9875,-574.337
-457.1901,171.1834,-610.1861
737.1132,147.924,9.292587
7.332545,1034.388,184.2105
6.114249,795.4055,418.1013
6.505196,797.3539,421.8268
7.507779,1038.239,186.5238
478.8457,155.5835,31.40884
-69.30659,117.4216,525.3378
-29.41499,121.9651,543.0729
-46.42945,121.9775,517.1132
-591.1056,123.249,259.7487
-556.1844,119.2538,294.1901
-615.0297,119.6229,285.1043
-562.8866,122.9553,264.3433
132.28,133.97,-139.3215
166.24,122.72,-140.2101
-59.74629,112.9709,674.0153
157.653,134.06,-135.2701
159.1,122.72,-140.0201
149.46,122.72,-131.3601
-51.04296,113.1749,669.2208
180.2901,133.9686,-139.3415
665.5388,121.018,586.1847
-564.2834,123.1363,263.5651
-49.96292,115.0424,687.0682
179.0531,133.761,-128.5569
175.819,122.615,-128.5891
131.101,122.615,-141.8111
141.489,122.615,-129.0991
139.2609,133.7025,-141.6805
-35.94689,115.1009,674.8829
135.129,133.761,-128.5597
-361.8612,123.8116,560.21
199.9624,116.3307,84.7782
449.257,127.8083,-159.7094
-163.4775,124.1411,526.9652
134.5939,128.4565,443.8005
-763.796,115.7169,135.2689
-766.864,115.5473,138.7122
-128.8067,136.8414,-727.2659
225.8955,136.687,-557.403
-732.3842,114.1207,136.7502
577.2268,116.8238,-508.0331
120.8695,132.6317,389.5471
-381.3218,121.2377,366.8251
-135.4052,124.2023,521.3811
145.2072,131.1353,424.8724
-248.5231,131.2318,-107.2427
415.8276,117.7614,-693.3632
148.8411,138.3162,387.6664
-342.8188,123.8415,557.6494
-711.386,113.0313,95.8667
310.3633,140.9714,126.7324
-167.0791,124.2565,504.3066
111.7167,131.6409,-374.0215
109.4543,130.8799,-354.4068
569.6074,118.4764,-503.1431
-350.5895,127.4259,573.7025
441.6313,131.7307,-189.2583
129.8625,130.4777,411.714
-331.1683,126.0806,89.48669
341.8835,122.7848,-92.67999
303.3394,153.8665,395.1923
356.3201,126.2557,-177.0798
171.9021,134.1924,-363.8319
147.7321,135.9236,-399.3558
-351.7133,126.6813,96.60181
222.2257,138.6984,-539.9158
132.2168,131.1818,-337.5911
-153.5184,121.4691,504.4093
225.4669,139.3772,-520.4308
169.3118,135.0722,-387.7989
-262.484,130.8682,-80.71887
-309.4133,128.3951,75.13977
123.4419,142.4329,-388.9914
682.6523,120.878,590.537
-594.691,123.6604,263.8597
-610.1275,120.9319,287.1487
-554.5939,120.7673,289.1797
-484.215,168.2022,-558.8334
-483.2159,165.5058,-432.154
-487.7402,167.5459,-567.4637
732.7982,134.4333,8.469955
166.5867,142.0139,-341.7505
476.9483,157.8228,26.23822
-527.0145,165.8437,-494.2656
-480.5381,165.8094,-508.2822
-431.736,165.3091,-533.509
651.5313,118.06,593.7625
651.353,121.213,586.2799
650.9054,121.213,585.6963
650.2584,121.213,587.121
649.8107,121.213,586.5374
645.649,121.213,588.6141
645.4558,121.213,589.7255
647.5944,121.213,592.0989
648.7139,121.213,591.7536
647.8571,121.213,588.5219
649.4638,121.213,589.5375
652.7904,121.213,588.8221
648.977,121.213,591.0768
648.4979,121.213,589.1774
651.6486,118.213,589.1689
651.2009,118.213,588.5853
649.9846,118.213,587.05
645.3803,118.213,588.5517
646.9443,118.213,591.5067
647.3342,118.213,592.0314
648.4451,118.213,591.6912
647.597,118.213,588.4544
652.5951,118.213,590.9557
651.3788,118.213,589.4204
646.7745,118.213,590.9221
648.3386,118.213,593.877
648.7285,118.213,594.4018
649.8394,118.213,594.0616
648.9912,118.213,590.8248
650.5893,118.213,591.8455
653.9159,118.213,591.1301
650.1025,118.213,593.3848
649.6235,118.213,591.4854
651.0431,118.213,592.5182
651.9644,118.213,591.6979
653.0519,118.213,592.2648
651.2438,118.213,593.2935
612.0901,118.1056,653.2908
735.9446,148.9961,10.96768
-39.26793,122.4214,553.3632
-25.56154,124.0688,537.1723
-52.45999,119.707,543.4507
-59.9091,116.5605,529.5071
-56.35538,120.8392,513.7875
726.4092,134.8637,5.324661
614.5033,117.7,653.089
-518.829,171.375,-515.4362
-459.9869,173.1332,-544.647
-492.6797,171.4305,-493.8405
636.3193,121.04,594.3385
-536.8961,120.9513,273.6097
-547.785,117.24,368.5107
107.1825,135.1707,-350.9056
566.2079,122.6723,-505.7254
-353.5001,131.1375,570.017
-326.8989,129.9616,87.89319
443.474,135.8608,-185.3369
126.2861,134.0387,414.9324
343.5885,127.4104,-96.0752
304.8932,158.2521,391.4263
359.8495,130.7645,-175.3352
175.8766,138.5715,-364.7575
143.7759,140.2925,-398.3111
-348.5598,131.1977,94.25916
225.5281,143.5745,-540.9871
-155.0466,125.6559,500.4136
132.5648,135.2393,-333.2041
-258.3438,135.1655,-80.24756
-309.9083,132.5782,79.39258
228.1431,144.0469,-523.0505
165.6363,139.4124,-389.6653
-361.0203,128.7523,563.483
135.7769,133.3068,440.4982
-162.9094,128.4495,522.8489
452.5516,132.3071,-161.8858
201.5413,121.0043,88.16846
-130.3924,141.9719,-724.6215
229.5742,140.6399,-559.986
-760.212,120.4907,135.7107
-768.5027,120.0507,142.2988
123.9117,136.7991,392.5815
-377.7024,125.5717,364.8385
147.6223,136.1357,422.6379
-139.3538,128.6906,521.0752
-735.6432,119.1171,137.2451
578.4994,121.1906,-504.1419
-252.6486,135.5631,-107.0187
411.8003,122.085,-692.4053
150.6622,142.5748,391.4583
-340.9245,127.7252,553.5072
307.8745,145.3151,123.4508
-715.5886,117.1977,96.76648
-170.3463,128.7982,502.1786
107.6185,135.9866,-373.6341
640.6834,119.339,595.9296
-7.273445,116.5046,594.9163
-62.64089,118.0984,608.7905
-82.22874,117.7033,608.5726
-12.62267,117.9149,581.9609
-79.14606,117.9353,601.5891
698.1083,130.708,601.1812
645.476,129.908,571.085
635.4096,127.4913,633.4338
631.2853,129.908,583.3133
-90.08844,116.9497,609.0702
477.9903,157.6965,25.52621
-489.836,171.6174,-446.6001
-479.0681,168.264,-445.8959
-472.7439,170.9641,-462.1993
-467.8165,168.1833,-438.3962
-466.5264,173.5178,-584.013
-479.2036,173.4501,-578.3105
-465.7164,172.9013,-587.4979
-470.4084,173.7162,-557.8469
-79.10986,118.0492,598.4521
-9.52755,118.0427,581.4521
-79.10089,117.7854,608.8271
-65.73363,118.1019,608.2521
-8.06501,116.4076,591.88
701.2897,118.7837,539.9127
629.2391,125.2683,490.1996
676.7046,118.0143,616.9863
-439.1,135.57,60.80001
-439.1,189.02,60.80001
-439.1,215.95,60.80001
-569.6548,126.343,360.027
483.6531,157.1618,21.96409
-563.6826,123.0983,263.061
732.0108,134.4623,10.29969
-502.0325,131.7903,283.2651
473.3185,149.2594,-333.4875
739.4224,142.6653,-696.3059
486.3282,127.653,-330.061
474.845,127.653,-323.4965
488.0782,129.126,-330.1111
482.6613,149.256,-323.5262
458.5847,149.2594,-277.7618
785.3887,122.892,-666.6047
783.9027,121.4124,-667.796
456.1454,150.735,-277.23
475.2808,127.653,-321.8763
488.2153,127.653,-330.2592
739.8327,144.146,-695.8553
456.026,149.2594,-276.938
740.3194,151.501,-675.8049
455.6772,149.2594,-317.3661
785.6587,121.416,-666.9686
456.026,149.2594,-276.938
740.1363,151.501,-674.4184
468.1874,149.256,-332.2064
504.8474,127.653,-377.2355
474.9452,129.085,-322.9352
740.2319,152.976,-675.6813
471.6805,149.2594,-286.563
760.6968,151.7169,-690.8319
472.118,149.2594,-335.16
456.1454,150.735,-277.23
745.2851,142.6653,-694.2875
477.1913,149.256,-323.8262
486.5144,129.126,-330.4297
486.9693,127.656,-328.5803
758.5175,151.7169,-690.719
469.848,149.2594,-285.2066
784.3995,122.888,-668.2463
783.8987,124.364,-667.7797
786.2341,121.412,-668.431
-424.9849,170.7679,-576.9997
-437.7132,169.9918,-553.612
-461.1715,170.6242,-581.3691
-492.6815,168.5512,-474.4792
-523.9601,119.5721,300.9221
-685.0388,119.3271,377.9849
-648.9508,117.5,374.2036
-666.0908,117.15,400.4236
-461.215,122.5276,305.8127
-612.1725,126.1665,264.2981
-670.724,128.0068,317.1758
-613.9097,115.5933,387.3792
639.2407,121.04,595.2421
650.754,121.04,614.8416
597.1716,121.2276,615.9398
9.260818,1036.896,188.6238
8.359365,795.1365,422.7911
7.968419,793.188,419.0657
9.085584,1033.046,186.3105
-92.1355,117.526,602.2161
-493.6998,119.116,331.1817
665.2025,118.03,581.8378
-514.576,168.7596,-522.1746
-452.3135,170.0904,-543.1661
-488.4777,168.8294,-500.6164
477.903,157.6657,25.10154
-88.96593,117.5173,601.4026
732.0607,134.5067,8.868912
-85.19708,112.79,652.8887
144.49,116.26,-62.56008
144.49,116.26,-39.06005
192.0201,116.26,-76.22002
682.8407,117.89,594.8928
-493.7946,168.8105,-492.0447
-519.8788,168.7602,-513.5942
-462.1666,170.6404,-545.2533
-568.7501,120.6366,360.7573
639.777,121.877,595.8362
-556.5925,121.8643,279.4262
-562.3104,124.3443,259.6561
-447.0579,122.6966,304.796
-568.1368,128.2491,242.9277
-553.3479,122.8443,265.5817
-543.9908,122.81,268.1586
-529.056,121.0834,272.5352
-591.5236,122.4979,287.1226
-25.63611,121.0782,535.7358
-38.7004,119.6022,555.0193
-55.08444,117.7749,513.8762
-58.7364,113.5469,528.7618
-53.37999,116.8727,544.9111
-492.2707,169.2095,-469.8012
-459.7931,171.2926,-562.0571
-441.2729,170.9335,-590.9705
-511.1122,169.2076,-474.1104
-638.6323,129.4105,285.3285
481.5644,157.4053,24.74864
-454.2965,169.6767,-608.2161
-457.7246,170.4434,-576.3403
-428.3984,170.4363,-582.2416
-486.77,168.3642,-476.0303
-591.84,123.1728,265.056
-609.8047,120.2688,284.1068
-557.6718,120.2008,289.1301
-554.6898,119.2165,293.8128
-614.8041,119.6129,286.6296
-592.6149,123.0977,259.4719
-592.787,123.0692,260.0144
-554.7527,119.3033,293.2531
-614.2371,119.6696,286.6208
7.944195,1037.787,211.8341
8.487827,783.6384,443.0156
5.901545,770.1168,416.8994
6.763762,1012.264,196.5068
-569.6783,127.5543,360.0261
-489.0674,118.911,332.1757
666.9878,118.1034,632.6191
614.4246,117.7,653.9518
8.248453,780.1635,425.7703
8.639399,782.1119,429.4958
8.904382,1029.368,201.1884
8.729148,1025.518,198.8751
-486.8108,171.0902,-599.2184
-407.8612,176.0101,-595.6945
-467.2197,169.3645,-469.7182
-418.7361,176.1819,-609.5776
656.371,118.04,585.7438
-591.7051,123.2053,264.9329
-609.9667,120.2707,284.0163
-557.7458,120.1965,289.3002
620.1158,118.63,630.6454
620.9495,118.629,628.0251
477.6236,157.7348,25.70546
-502.9027,131.8278,282.9201
680.8645,117.89,593.7836
0.009674072,122.8656,545.0142
-21.70687,118.2802,595.0704
-413.3666,175.8444,-600.1184
-488.2266,171.0802,-592.2972
-461.1399,168.8802,-466.1532
-425.0606,176.1718,-612.7253
631.8878,125.3594,484.8133
703.9005,118.8028,534.5071
478.1358,155.6098,31.19557
667.2153,118.03,582.8792
656.6874,117.95,619.1676
-434.1248,165.5313,-534.4047
-482.6583,165.8113,-506.8459
-528.4736,165.8146,-496.3699
-169.6324,128.8784,504.4004
109.2775,135.8641,-371.9953
151.1718,142.8033,389.1909
-343.1088,127.9217,554.309
-250.9608,135.5412,-105.4051
413.7722,122.096,-691.1547
-713.6412,117.2771,98.05249
307.564,145.3439,125.765
-766.4875,120.2262,141.1322
-761.4103,120.1708,133.7322
227.4877,140.2516,-560.9596
-128.1201,141.5168,-724.908
-733.7272,118.8963,138.5615
579.8268,120.9711,-506.0505
-379.9324,125.5717,364.1461
-137.6913,128.7729,522.7129
145.3051,135.8679,422.5309
123.4723,137.1619,390.317
-359.9637,128.5926,561.4069
202.2528,120.9439,85.94531
450.2317,132.3963,-162.1365
-164.7067,128.5532,524.3361
133.5745,132.9221,441.172
133.9969,135.4475,-335.0367
-155.7985,125.881,502.6128
166.3325,139.4176,-387.4365
225.8243,143.8395,-523.2327
-308.3366,132.8902,77.69397
-259.8024,135.2125,-82.07043
302.7264,158.2402,392.2965
-350.8909,131.334,94.24231
223.657,143.1744,-542.3256
359.3953,130.516,-177.6121
145.6125,140.0818,-396.8845
173.8605,138.6234,-365.9345
444.3951,135.8659,-187.4826
128.5979,134.3041,415.1272
-328.96,130.0547,86.79968
341.4359,127.4204,-95.17029
109.4758,135.183,-351.3452
-353.7133,131.4538,572.3207
566.6044,122.8113,-503.4284
655.2195,117.95,616.814
-452.6161,172.9119,-598.7175
-480.1913,171.5773,-485.0076
-459.9052,172.9013,-599.1134
-451.8311,172.8877,-604.2883
-452.5519,173.4277,-562.2205
702.9008,118.8442,535.5478
630.8838,125.4129,485.8493
-570.8548,120.9376,362.6057
143.62,116.26,-43.04005
192.89,116.26,-72.24002
143.62,116.26,-66.54008
-81.31531,112.79,654.1252
-645.8146,116.73,372.9876
-662.9546,116.38,399.2076
-668.5865,126.186,319.1815
-610.7735,114.8233,386.1632
-609.3618,125.3423,262.4742
-458.0788,121.7576,304.5966
-524.2294,118.2355,304.0919
-682.0658,118.0493,379.183
657.3417,121.04,584.5952
139.22,116.26,-53.66005
197.29,116.26,-61.62002
139.22,116.26,-77.16008
-69.91811,112.79,655.6247
-568.1221,123.8721,266.1723
-504.4046,132.7523,280.7595
655.4634,117.95,616.1379
677.8279,117.9701,612.7629
592.1609,116.6358,652.3446
601.4418,117.9488,651.2444
598.3021,118.1851,650.5893
594.8595,118.3883,650.6466
594.8777,121.4431,650.5836
597.3213,121.2867,650.7122
600.0436,121.1174,650.8146
601.4191,120.7821,654.4574
601.11,120.9271,652.7035
602.2884,120.8068,653.3889
602.428,120.6175,655.8987
601.9918,120.6888,655.2738
595.3561,121.2278,653.3391
593.8032,121.2612,654.1735
594.1,121.395,652.0687
594.5461,121.2692,653.4426
596.8412,120.7543,658.67
597.496,120.7924,657.5934
597.828,120.6794,658.885
594.4158,120.9051,658.6044
593.3315,121.0367,657.6844
594.8723,120.9931,657.0012
596.5209,120.9379,656.3889
598.6459,120.966,654.2234
597.9386,121.0199,654.066
598.1298,120.9334,655.1069
599.4609,118.1631,650.5532
600.8365,117.8279,654.196
600.5273,117.9729,652.4421
601.7057,117.8525,653.1275
601.8453,117.6633,655.6373
601.4091,117.7346,655.0125
594.7734,118.2736,653.0777
593.2205,118.307,653.9121
593.5174,118.4408,651.8074
593.9634,118.3149,653.1813
596.2585,117.8,658.4086
596.9133,117.8382,657.3321
597.2453,117.7251,658.6237
593.6813,118.1142,656.2021
594.3027,118.0764,656.2079
594.2897,118.0388,656.7397
595.9382,117.9837,656.1274
598.0633,118.0117,653.962
597.356,118.0657,653.8046
